affect coding	970
affect coefficient	64
affect cognition	3060
affect cognitive	6899
affect color	2621
affect comes	503
affect commerce	6647
affect common	1119
affect communication	8893
affect community	4508
affect company	2724
affect comparable	68
affect compared	197
affect competition	7773
affect complete	301
affect completely	131
affect compliance	3763
affect comprehension	2600
affect concentration	1186
affect concentrations	585
affect concerns	136
affect conditions	3102
affect connection	127
affect connections	217
affect consciousness	2105
affect considered	55
affect consists	156
affect constitute	56
affect constitutes	109
affect consumer	9427
affect consumers	5351
affect consumption	7064
affect continued	351
affect continues	176
affect contributes	105
affect control	8553
affect controls	249
affect corporate	4878
affect corresponds	117
affect cost	4857
affect costs	7243
affect could	1468
affect created	260
affect creates	105
affect crime	2710
affect crop	3842
affect cultural	2093
affect cures	104
affect current	9149
affect curve	142
affect curves	72
affect customer	3873
affect d.	398
affect daily	3489
affect data	4186
affect de	317
affect decision	9041
affect decisions	16159
affect decreased	166
affect decreases	185
affect defined	123
affect delivery	1070
affect demand	11342
affect demonstrated	120
affect depend	53
affect dependent	362
affect depending	88
affect depends	325
affect derived	267
affect derives	143
affect described	182
affect describes	111
affect design	2658
affect desired	861
affect despite	62
affect determines	95
affect developing	2277
affect development	13515
affect develops	121
affect device	1818
affect devices	107
affect did	958
affect different	24871
affect differs	74
affect diminishes	54
affect direct	967
affect directly	8467
affect disappears	84
affect discussed	94
affect disease	3178
affect disord	12910
affect displays	3897
affect distribution	2801
affect dna	3332
affect do	830
affect does	2546
affect domestic	8221
affect dominates	73
affect dose	267
affect drug	8382
affect due	477
affect during	4543
affect dysregulation	2001
affect e	1336
affect each	64216
affect early	2661
affect earnings	4800
affect economic	23596
affect economies	612
affect economy	508
affect education	4548
affect educational	6377
affect effect	610
affect efficiency	4039
affect either	28027
affect emotional	2726
affect employee	6102
affect employees	5878
affect employment	10645
affect energy	5515
affect enhanced	57
affect entire	2396
affect entirely	99
affect environmental	3965
affect enzyme	2728
affect equal	305
affect equilibrium	2429
affect equivalent	91
affect especially	867
affect established	947
affect estimate	31
affect estimates	3137
affect evaporation	627
affect even	10888
affect events	5266
affect ever	213
affect every	30990
affect everybody	2413
affect everyday	2390
affect everyone	16294
affect everything	6546
affect exactly	190
affect except	224
affect exchange	3663
affect existing	7696
affect exists	141
affect expectations	2807
affect expected	1396
affect experienced	1677
affect experiment	64
affect experiments	167
affect exports	2018
affect expression	7307
affect extended	116
affect external	2098
affect f	527
affect factor	1791
affect factors	836
affect families	4912
affect family	11692
affect far	1364
affect farmers	2120
affect federal	2132
affect felt	373
affect female	3163
affect fertility	11609
affect fetal	5075
affect fig	224
affect figure	873
affect final	2507
affect financial	5577
affect firm	3108
affect firms	3156
affect first	1968
affect fish	3977
affect flow	2491
affect followed	146
affect following	830
affect follows	116
affect food	9021
affect for	11164
affect forced	72
affect foreign	8651
affect form	658
affect found	197
affect free	1468
affect from	8957
affect function	3391
affect fundamental	1591
affect further	1798
affect future	29852
affect gave	45
affect gender	2464
affect gene	5310
affect general	4316
affect generally	438
affect generated	998
affect genes	818
affect girls	2043
affect give	34
affect given	231
affect gives	131
affect giving	332
affect global	5294
affect glucose	2481
affect god	2224
affect goes	147
affect good	908
affect government	6738
affect gradually	72
affect great	1553
affect greater	471
affect greatly	2412
affect group	7479
affect groups	2581
affect growth	21348
affect had	1583
affect has	6611
affect have	1910
affect having	163
affect he	1027
affect health	33714
affect hearing	2387
affect heart	3867
affect heat	2299
affect held	61
affect helps	153
affect her	85306
affect here	449
affect high	2614
affect higher	2289
affect him	68075
affect his	196699
affect holds	46
affect host	2563
affect household	2828
affect housing	2787
affect how	141695
affect however	88
affect human	37484
affect humans	7446
affect hunger	2270
affect hypothesis	222
affect i	2036
affect if	1387
affect image	2868
affect immediate	741
affect immediately	513
affect immune	3466
affect implementation	2501
affect implies	145
affect important	3538
affect improvement	344
affect improvements	222
affect in	96238
affect incentives	2312
affect include	378
affect included	145
affect includes	406
affect income	9350
affect increase	159
affect increased	494
affect increases	732
affect increasing	214
affect independent	464
affect india	3127
affect indicated	104
affect indicates	207
affect individual	22802
affect individuals	18946
affect induced	426
affect industrial	3445
affect industry	2714
affect infant	2019
affect inflation	2450
affect influences	1148
affect information	3840
affect infusion	3758
affect inside	78
affect instead	157
affect insurance	1199
affect intellectual	2281
affect intelligence	2516
affect intended	105
affect intensity	3530
affect interaction	2213
affect interactions	2207
affect interest	6367
affect internal	4640
affect international	11297
affect interpersonal	2979
affect interpretation	3486
affect interstate	12111
affect into	3012
affect introduced	47
affect investment	9713
affect involved	667
affect involves	372
affect involving	118
affect is	62644
affect it	74846
affect its	167060
affect itself	2125
affect japan	2338
affect job	8711
affect judgments	2785
affect just	3588
affect known	159
affect labor	7711
affect labour	2921
affect land	6777
affect language	5971
affect large	11793
affect largely	230
affect larger	2085
affect last	62
affect lasting	120
affect later	7765
affect law	1029
affect leading	195
affect leads	719
affect learning	18493
affect led	151
affect left	725
affect legal	2250
affect less	1813
affect level	1394
affect levels	5764
affect lies	112
affect life	11432
affect light	2096
affect like	403
affect likely	108
affect limited	280
affect limits	92
affect link	290
affect linkages	189
affect links	137
affect little	559
affect living	3624
affect local	15071
affect logic	208
affect long	8684
affect looks	47
affect low	2668
affect made	200
affect mainly	5493
affect major	2334
affect make	175
affect makes	397
affect making	126
affect male	3464
affect males	2785
affect man	8713
affect management	7707
affect manifests	62
affect many	45981
affect marital	2764
affect market	10271
affect marketing	3775
affect materially	2744
affect matters	2219
affect may	11761
affect me	62121
affect mean	1104
affect meaning	3551
affect meaningful	256
affect means	1237
affect measure	375
affect measured	1133
affect measurement	1475
affect measurements	1350
affect measures	2247
affect mechanism	319
affect mediated	116
affect medical	2439
affect members	3978
affect membrane	3005
affect memory	8022
affect men	13237
affect mental	7261
affect mentioned	57
affect menu	87
affect merely	738
affect metabolism	2997
affect method	180
affect might	1556
affect migration	2693
affect military	2368
affect millions	4953
affect minority	2322
affect mobility	2404
affect model	2813
affect models	279
affect modification	161
affect mood	6079
affect moral	2021
affect morale	3217
affect more	29251
affect mortality	3684
affect most	18275
affect motivation	5421
affect motor	3464
affect movement	2981
affect much	5082
affect multiple	6370
affect muscle	3412
affect must	1355
affect my	69555
affect national	11772
affect natural	3639
affect near	310
affect nearly	4355
affect necessary	222
affect need	422
affect needed	122
affect needs	440
affect negatively	3031
affect neither	3206
affect net	5171
affect network	2461
affect neuronal	2135
affect never	106
affect new	4267
affect next	471
affect no	3578
affect non	3487
affect nor	1165
affect normal	7605
affect not	61331
affect noted	104
affect nothing	822
affect now	379
affect nursing	3142
affect nutrient	3113
affect nutrition	2504
affect nutritional	3086
affect o	351
affect observed	932
affect obtained	98
affect occupational	2016
affect occur	198
affect occurred	165
affect occurring	132
affect occurs	746
affect of	77541
affect often	780
affect older	5868
affect on	125433
affect once	230
affect one	84337
affect only	97604
affect operates	82
affect operating	2194
affect operations	3659
affect opposite	124
affect or	68000
affect organizational	7633
affect organizations	2667
affect other	99450
affect others	36219
affect our	234331
affect out	580
affect outcome	8142
affect outcomes	12295
affect output	10388
affect outside	339
affect over	3656
affect overall	11904
affect p	2228
affect pain	2586
affect parameter	261
affect parameters	387
affect parents	2811
affect part	1318
affect participation	3784
affect particular	4951
affect particularly	1296
affect patient	8821
affect patients	6706
affect pattern	575
affect patterns	5511
affect payment	618
affect pending	455
affect people	67369
affect per	1089
affect perception	6347
affect perceptions	6608
affect performance	51318
affect permanent	380
affect persists	126
affect personal	5812
affect personality	4305
affect persons	5398
affect physical	8903
affect physiological	2206
affect planning	2557
affect plant	12128
affect plants	3801
affect plasma	2949
affect platelet	3822
affect plays	1128
affect policies	2238
affect policy	17100
affect political	13354
affect politics	2868
affect poor	2247
affect population	7350
affect populations	2368
affect positive	2095
affect positively	2253
affect possible	608
affect potential	2640
affect power	3446
affect practice	2698
affect precisely	278
affect predicted	382
affect predominates	96
affect pregnancy	2845
affect prejudicially	2676
affect present	3463
affect price	9352
affect prices	15515
affect pricing	2467
affect primarily	6323
affect primary	2167
affect principle	62
affect prior	748
affect private	7481
affect probably	150
affect problem	1633
affect process	1720
affect processes	2368
affect processing	2771
affect produced	873
affect produces	306
affect producing	89
affect product	7003
affect production	14808
affect productivity	12869
affect profile	310
affect profiles	67
affect profit	2490
affect profitability	3386
affect profits	4898
affect profoundly	3525
affect prognosis	3020
affect program	5420
affect programs	2283
affect project	2854
affect proper	946
affect property	5447
affect protein	6506
affect proved	40
affect provide	115
affect provided	101
affect provides	399
affect psychological	3255
affect public	26085
affect put	69
affect quality	10614
affect quickly	78
affect quite	677
affect radical	202
affect rapid	217
affect rate	2156
affect rates	5061
affect rather	2426
affect ratings	2171
affect re	299
affect reaction	2412
affect readers	2025
affect reading	4316
affect real	10467
affect really	155
affect reasoning	507
affect recognition	3144
affect reconciliation	137
affect recovery	2712
affect reduced	105
affect reduces	97
affect reduction	365
affect referred	51
affect refers	1534
affect reflects	207
affect reform	349
affect reforms	79
affect regarding	469
affect regardless	89
affect regional	4461
affect regulation	22723
affect related	1619
affect relates	178
affect relation	434
affect relations	7363
affect relationship	1159
affect relationships	7041
affect relative	5512
affect reliability	2821
affect remained	280
affect remains	645
affect renal	3548
affect repairs	140
affect reported	2274
affect represented	122
affect represents	197
affect reproduction	15723
affect reproductive	4157
affect required	364
affect requires	213
affect research	3425
affect resource	4086
affect respiration	2314
affect respiratory	2095
affect response	6105
affect responses	6286
affect resulted	110
affect resulting	576
affect results	15232
affect retention	2449
affect right	672
affect rights	4268
affect risk	4082
affect rural	2806
affect s	1106
affect safety	4248
affect said	251
affect sales	9587
affect satisfaction	2143
affect savings	1806
affect scale	3944
affect school	6760
affect scores	3941
affect security	3420
affect see	462
affect seed	2131
affect seemed	374
affect seems	1020
affect seen	241
affect selection	2242
affect self	8007
affect sensor	284
affect sensors	63
affect separation	629
affect sequence	144
affect sequences	200
affect seriously	2799
affect serum	2786
affect serves	345
affect service	3402
affect set	226
affect sets	90
affect several	10854
affect sex	2742
affect sexual	14360
affect sexuality	2097
affect shall	35
affect she	544
affect short	3113
affect should	2319
affect showed	235
affect shown	293
affect shows	158
affect significant	1328
affect significantly	11586
affect similar	1056
affect simply	338
affect simultaneously	530
affect since	309
affect site	970
affect six	211
affect size	1131
affect sizes	60
affect skin	2346
affect sleep	5040
affect small	5440
affect so	7309
affect social	22915
affect society	10790
affect soil	7468
affect some	31165
affect someone	4100
affect something	1965
affect sometimes	266
affect somewhat	391
affect soon	47
affect soviet	2411
affect species	2819
affect specific	8524
affect speech	5000
affect spending	2093
affect sperm	2335
affect stability	3609
affect starts	41
affect state	9424
affect statements	844
affect states	8432
affect stems	150
affect still	593
affect stock	4336
affect structure	2121
affect student	13848
affect students	14635
affect studies	497
affect study	909
affect subject	914
affect subjects	2394
affect subsequent	12871
affect substantial	1971
affect substantially	2680
affect success	2997
affect such	25217
affect suggested	134
affect suggests	284
affect supply	4455
affect surface	3522
affect survival	8243
affect susceptibility	2404
affect switch	95
affect system	9752
affect t	2429
affect table	1015
affect take	246
affect taken	51
affect takes	310
affect taking	92
affect task	2049
affect tax	2739
affect teacher	2639
affect teachers	4040
affect teaching	3244
affect temperature	2002
affect tends	675
affect term	133
affect terms	1310
affect test	9624
affect tests	392
affect than	6267
affect that	57088
affect the	6870185
affect their	441317
affect them	156669
affect themselves	2635
affect then	450
affect theory	5554
affect there	698
affect therefore	89
affect these	56156
affect they	1780
affect things	3962
affect thinking	1990
affect third	2884
affect this	81976
affect those	40200
affect though	78
affect thousands	2326
affect three	2066
affect through	3401
affect throughout	396
affect thus	307
affect time	2836
affect tissue	2150
affect title	2448
affect to	59690
affect today	1251
affect together	136
affect tolerance	2741
affect too	1176
affect took	59
affect total	9230
affect toward	11145
affect towards	1563
affect trade	19168
affect traditional	2194
affect transactions	997
affect transcription	2684
affect transfer	1581
affect transfers	307
affect transistor	155
affect transport	2294
affect treatment	6954
affect turns	79
affect two	5032
affect type	754
affect u.s.	12185
affect under	689
affect unemployment	2247
affect unless	119
affect until	519
affect up	3594
affect upon	7608
affect urban	3422
affect us	101634
affect use	2756
affect used	209
affect users	2792
affect using	392
affect usually	385
affect value	4186
affect values	2622
affect van	92
affect variable	705
affect variables	1083
affect varied	126
affect varies	171
affect various	10932
affect versus	558
affect very	4631
affect via	441
affect virtually	5691
affect vision	4426
affect visual	3431
affect voting	2983
affect wage	3236
affect wages	5403
affect was	15763
affect water	12870
affect we	1048
affect weather	2534
affect weight	2483
affect well	2302
affect were	4096
affect what	61216
affect whatever	1329
affect whatsoever	368
affect when	6702
affect whenever	96
affect where	4365
affect whereas	114
affect whereby	39
affect whether	23981
affect which	16600
affect while	1220
affect white	2128
affect who	6343
affect whole	2895
affect whose	324
affect wildlife	2142
affect will	4231
affect with	8992
affect within	1995
affect without	1567
affect women	43586
affect work	8849
affect worker	2468
affect workers	6293
affect working	3754
affect works	280
affect world	5719
affect would	3037
affect yet	225
affect yield	3107
affect you	89419
affect young	7834
affect your	292393
affect »	111
affect •	1741
affected country	5529
affected county	776
affected form	564
affected from	10037
affected public	10733
affected quite	2095
affected than	73430
affected their	132319
affected then	1488
affected there	2454
affected though	908
affected through	13284
affected weather	243
affected whether	3221
affecting public	15408
affecting than	3541
affecting their	139191
affecting then	111
affecting there	29
affecting weather	544
affecting whether	2155
affection form	73
affection from	46207
affection than	15754
affection their	678
affection then	696
affection there	2713
affection though	363
affection through	3749
affectionate than	6106
affectionate then	138
affections form	94
affections from	11064
affections than	2564
affections then	159
affects form	367
affects from	3563
affects public	5118
affects their	107410
affects there	92
affects weather	881
affects whether	6608
afferents form	348
afferents from	31083
affidavit filed	8767
affidavit form	2436
affidavit from	16201
affidavits filed	4994
affidavits form	43
affidavits from	17368
affiliated through	2174
affiliates form	49
affiliates from	4833
affiliation form	72
affiliation from	5616
affiliation than	3251
affiliation then	149
affiliation though	81
affiliation through	2210
affinity form	2165
affinity from	2357
affinity than	16183
affinity then	166
affirm their	56975
affirm there	1351
affirmation form	92
affirmation from	10384
affirmation though	43
affirmation through	3283
affirmative form	2744
affirmative from	942
affirmed their	29105
affirmed there	1199
affirmed though	95
affirmed through	5037
affirming their	22372
affirming there	199
affirms their	6148
affirms there	500
affix their	7219
affix there	61
affixed their	12543
affixed there	520
affixing their	2146
afflict their	2403
afflicted form	37
afflicted from	2257
afflicted than	2611
afflicted their	2222
afflicted then	158
afflicted there	378
affliction from	4127
affliction than	2038
affliction then	225
afflictions from	2084
affluent country	4096
affluent county	622
affluent than	12545
affluent then	118
afford from	2193
afford their	24464
afford there	173
affordable than	6241
affordable then	132
afforded from	4202
afforded their	5055
afforded there	412
afforded through	5165
afghanistan form	92
afghanistan from	11547
afghanistan than	2075
afghanistan then	375
afghanistan though	131
afghanistan through	4004
afghans form	28
afghans from	3143
afield from	18698
afield than	9509
afield then	65
afraid from	2460
afraid than	11198
afraid their	8838
afraid then	3361
afraid there	56087
afresh from	7155
africa country	2281
africa form	944
africa from	129272
africa than	41909
africa their	2742
africa then	3914
africa there	35527
africa though	1301
africa through	29221
africa united	3750
african country	78766
african county	52
african field	4741
african form	5825
african from	8405
african nuclear	3684
african public	15113
african statistics	2776
african than	5707
african then	338
africans form	480
africans from	52706
africans than	6947
africans their	1385
africans then	1156
africans there	3214
africans though	127
africans through	3372
aft form	47
aft from	4965
after affect	279
after country	21945
after county	2768
after effect	11802
after field	16694
after filed	117
after form	5504
after from	12999
after nuclear	9424
after pubic	344
after public	29326
after quiet	1858
after quite	15101
after than	13162
after their	2132780
after then	13488
after there	42386
after thorough	39821
after though	735
after through	2669
after trail	383
after trial	55643
after united	5707
afternoon from	27374
afternoon than	7570
afternoon their	2006
afternoon then	3459
afternoon there	31357
afternoon though	718
afternoon through	4035
afternoons from	4413
afternoons their	102
afternoons there	3137
afterward form	50
afterward from	4475
afterward their	1715
afterward there	12296
afterwards form	503
afterwards from	14727
afterwards than	2264
afterwards their	4873
afterwards then	576
afterwards there	28035
afterwards though	681
afterwards through	3692
afterwards whether	2444
an affect	40919
an angel	933289
an angle	1268522
an country	454
an county	2110
an effect	1986370
an form	2155
an from	9414
an nuclear	380
an than	1334
an their	2993
an then	9200
an there	5753
an unclear	31917
an united	10028
an untied	2610
ana country	178
ana county	7576
ana than	283
ana then	2131
anabolic effect	6959
anaemia from	2095
anaesthetic effect	3655
anal angle	3060
analgesia from	3141
analgesia than	2541
analgesia then	67
analgesic affect	117
analgesic effect	39841
analog form	16284
analog from	1012
analogies form	150
analogies from	20109
analogous effect	5477
analogous form	4806
analogous from	346
analogous principal	25
analogous principle	2143
analogue form	4126
analogue from	1523
analogues form	75
analogues from	2484
analogy form	272
analogy from	42664
analogy than	3641
analogy their	111
analogy then	1140
analogy there	2453
analyse their	25372
analyse there	62
analyse weather	43
analyse whether	5865
analysed form	683
analysed from	23154
analysed their	5045
analysed there	984
analysed though	62
analysed through	7291
analyses form	690
analyses from	35818
analyses than	5177
analyses their	2842
analyses then	1245
analyses there	2993
analyses though	129
analyses through	2712
analysing their	12265
analysing there	29
analysis field	2624
analysis form	17612
analysis from	146596
analysis manager	2596
analysis quite	2910
analysis than	61299
analysis their	2223
analysis then	18523
analysis there	38252
analysis thorough	80
analysis though	2020
analysis through	33519
analysis whether	4718
analyst form	79
analyst from	10245
analyst than	2475
analyst then	5631
analysts form	213
analysts from	14633
analyte from	4603
analytes form	48
analytes from	5386
analytic field	2016
analytic form	12142
analytic from	684
analytical field	2890
analytical form	20336
analytical from	253
analytical principle	2120
analytical than	4571
analytical then	39
analytically from	7094
analyze form	351
analyze from	2855
analyze public	2265
analyze than	5305
analyze their	76560
analyze then	152
analyze there	69
analyze weather	429
analyze whether	18060
analyzed form	771
analyzed from	50993
analyzed their	15458
analyzed there	1411
analyzed though	113
analyzed through	18013
analyzed weather	128
analyzed whether	3820
analyzer form	34
analyzer from	2361
analyzes their	5663
analyzing public	3368
analyzing their	35208
analyzing there	42
analyzing weather	335
analyzing whether	7535
anaphylaxis from	2778
anarchists from	2917
anarchy from	2503
anatolia from	3633
anatomic form	2402
anatomic from	53
anatomical form	2920
anatomical from	45
anatomy form	140
anatomy from	7773
anatomy than	2774
anatomy their	53
anatomy then	174
anatomy there	2138
anc form	32
anc from	2248
ancestor form	379
ancestor from	6405
ancestor though	56
ancestor through	2351
ancestors form	372
ancestors from	22978
ancestors than	4595
ancestors then	773
ancestors though	159
ancestors through	6985
ancestral country	2755
ancestral county	264
ancestral form	13475
ancestral from	216
ancestry form	127
ancestry from	11891
ancestry than	3386
ancestry then	164
ancestry though	164
ancestry through	3687
anchor form	165
anchor from	8436
anchor their	10016
anchor there	9187
anchorage from	2624
anchored their	4803
anchored there	12187
anchoring effect	3119
anchoring their	2187
anchoring there	944
anchors form	51
anchors from	3687
ancient country	11310
ancient county	1605
ancient field	3610
ancient form	38949
ancient from	1859
ancient principal	103
ancient principle	8048
ancient pubic	19
ancient public	2469
ancient than	31792
ancient then	412
ancient trail	2464
ancient trial	782
and affect	321063
and angel	77363
and angle	159072
and casual	162646
and causal	127388
and complement	169594
and compliment	16598
and country	1079966
and county	531057
and defiantly	18776
and definitely	153656
and discreet	61997
and discrete	118469
and effect	1370517
and field	982449
and filed	203789
and form	1964948
and from	13802523
and loose	272748
and lose	416439
and manager	175667
and manger	3115
and nuclear	648030
and principal	377051
and principle	121909
and pubic	34607
and public	5907553
and quiet	758083
and quite	1259769
and statistic	6382
and statistics	795326
and sting	23919
and string	149425
and than	55517
and their	42540505
and then	62770172
and there	24553474
and thorough	291644
and though	2431200
and through	4197307
and trail	51050
and trial	235721
and unclear	46163
and united	653740
and untied	26332
and weather	323215
and whether	2794943
andante from	2136
anderson country	200
anderson county	13268
anderson form	34
anderson from	6828
anderson than	504
anderson then	2821
andes form	620
andes from	6446
andhra country	4531
andrew county	2150
andrew field	2621
andrew filed	72
andrew from	3106
andrews from	2924
androgenic effect	2390
androgens from	2833
anecdotal form	2321
anecdotal from	116
anecdote form	141
anecdote from	17745
anecdotes form	98
anecdotes from	24247
anemia form	40
anemia from	8885
anesthesia form	98
anesthesia from	2734
anesthesia than	3452
anesthesia then	214
anesthetic affect	63
anesthetic effect	11282
anesthetic form	90
anesthetic from	2210
aneurysm from	2724
anew form	365
anew from	15035
anew their	3904
anew there	461
anew though	59
anew through	4484
angel !	32905
angel "	67675
angel #	965
angel $	82
angel &	2831
angel '	62169
angel 's	203521
angel (	70670
angel )	26135
angel *	1644
angel ,	672111
angel -	51713
angel --	28273
angel .	420272
angel ...	8926
angel /	6704
angel 0	119
angel 1	2973
angel 10	251
angel 2	842
angel 20	118
angel 26	56
angel 3	615
angel 30	88
angel 4	375
angel 45	110
angel 5	319
angel 6	243
angel 60	56
angel 7	280
angel 8	269
angel 9	250
angel :	42009
angel ;	31746
angel <	76
angel =	155
angel >	113
angel ?	45168
angel [	3455
angel \	125
angel ]	4449
angel ^	164
angel a	8806
angel a.	686
angel about	2231
angel above	1907
angel across	258
angel after	2087
angel again	2610
angel against	753
angel all	2016
angel along	390
angel also	3291
angel an	1128
angel and	134212
angel angle	81
angel announced	2273
angel answered	5887
angel appeared	16096
angel appearing	3045
angel appears	8093
angel approaches	425
angel are	4908
angel around	571
angel as	17130
angel asked	6642
angel associated	131
angel asturias	8597
angel at	22220
angel away	551
angel b	135
angel b.	299
angel baby	2281
angel back	1214
angel be	1835
angel because	2410
angel becomes	1402
angel before	6686
angel began	2017
angel behind	1097
angel being	1245
angel below	236
angel bending	278
angel bends	115
angel between	620
angel brackets	33
angel brought	2812
angel but	6230
angel by	9835
angel c	427
angel c.	967
angel cake	5062
angel calderon	2153
angel called	3914
angel came	20951
angel can	10435
angel change	30
angel changes	137
angel child	4464
angel choir	4890
angel city	5530
angel clare	9229
angel class	56
angel close	323
angel come	6138
angel comes	6081
angel coming	4133
angel corner	85
angel corresponds	52
angel could	11185
angel court	2357
angel created	487
angel creek	3238
angel cut	269
angel cuts	66
angel d	210
angel de	12632
angel del	3674
angel depends	55
angel determined	34
angel did	9108
angel do	1123
angel does	5361
angel down	2311
angel during	1015
angel dust	18997
angel e	255
angel et	2724
angel expressed	94
angel eyes	5502
angel f	208
angel face	8875
angel faces	2003
angel falls	7659
angel fault	367
angel felt	2212
angel figure	1059
angel fire	4832
angel fish	5104
angel flight	2974
angel flores	5937
angel flying	3314
angel followed	2043
angel food	29445
angel for	15833
angel form	1118
angel formed	65
angel from	33624
angel g	68
angel gabriel	62032
angel garcia	2314
angel gave	3922
angel given	270
angel gives	1684
angel gonzalez	3102
angel guardian	2778
angel guerra	2076
angel gutierrez	6924
angel had	47812
angel hair	16280
angel has	20421
angel have	1860
angel he	5692
angel heart	2949
angel here	2177
angel himself	2156
angel his	800
angel holding	4502
angel hotel	2088
angel i	8263
angel if	2270
angel in	119436
angel included	48
angel indicates	136
angel inn	6054
angel instead	851
angel into	3772
angel investing	2375
angel investor	3251
angel investors	9548
angel is	75403
angel island	25236
angel it	1772
angel itself	447
angel just	2033
angel knew	2842
angel left	2813
angel less	120
angel lies	234
angel light	780
angel like	2639
angel line	29
angel lodge	2457
angel looked	5404
angel looking	2020
angel m.	2601
angel made	3234
angel makes	1246
angel maria	3880
angel may	3833
angel measured	224
angel measures	98
angel measuring	126
angel michael	5405
angel might	4439
angel more	1066
angel moroni	5594
angel mother	2721
angel must	4646
angel n	91
angel named	3489
angel near	549
angel network	2478
angel nodded	2077
angel nor	3941
angel not	1593
angel now	3826
angel o	1423
angel of	480164
angel off	551
angel on	30382
angel one	2022
angel only	1349
angel opposite	90
angel or	35608
angel other	48
angel out	3205
angel over	3125
angel p	826
angel per	46
angel point	1569
angel poured	6039
angel r	164
angel rama	4894
angel raphael	5140
angel rather	1061
angel records	2453
angel remains	431
angel replied	3587
angel required	52
angel right	652
angel rodriguez	2068
angel s	4141
angel said	49111
angel sat	2432
angel says	6209
angel scattering	18
angel section	69
angel sent	8649
angel set	1138
angel setting	38
angel shale	2006
angel shall	2539
angel shark	2216
angel she	4139
angel shot	340
angel should	3233
angel showed	2235
angel shown	100
angel shows	1480
angel side	167
angel since	571
angel sings	2359
angel sitting	2383
angel smiled	2628
angel so	2236
angel sounded	6711
angel speaks	2054
angel spoke	5377
angel standing	7079
angel stands	2543
angel stood	5498
angel strain	42
angel street	3124
angel such	261
angel t	225
angel takes	2086
angel tells	4692
angel than	3223
angel that	31126
angel the	9144
angel their	36
angel then	4489
angel there	2601
angel they	927
angel this	1519
angel thought	2609
angel through	1709
angel thrust	720
angel thus	405
angel to	77056
angel told	12868
angel too	1514
angel took	6850
angel touched	2031
angel toward	246
angel towards	149
